TIPO,ID_PRUEBA,GRUPO,PRUEBA,ANALISIS,ID_REFERENCIA,POBLACION_ID,SEXO,VALOR_MIN,VALOR_MAX,UNIDAD,ID_TIPO_RESULTADO
compuesto,2,Hematologia,Hemograma,Eritrocitos,50,8,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,58,9,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,66,10,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,74,11,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,89,11,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,104,12,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,158,12,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,159,10,ambos,5500,8500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,34,6,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,42,7,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,50,8,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,58,9,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,66,10,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,74,11,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,89,11,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,104,12,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,158,12,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Eritrocitos,159,10,ambos,5000,10000,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Hematocrito,36,6,ambos,31,66,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,44,7,ambos,28,39,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,52,8,ambos,34,40,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,60,9,ambos,35,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,154,10,femenino,36,47,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,68,10,masculino,37,50,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,91,11,femenino,36,47,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,76,11,masculino,37,50,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,155,12,femenino,36,47,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,106,12,masculino,37,50,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,36,6,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,44,7,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,52,8,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,60,9,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,68,10,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,76,11,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,91,11,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,106,12,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,154,10,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,155,12,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,132,6,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,133,7,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,134,8,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,135,9,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,136,10,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,137,10,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,138,11,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,139,11,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,140,12,ambos,37,55,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,141,12,ambos,37,55,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,36,6,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,44,7,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,52,8,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,60,9,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,68,10,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,76,11,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,91,11,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,106,12,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,154,10,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hematocrito,155,12,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,132,6,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,133,7,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,134,8,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,135,9,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,136,10,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,137,10,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,138,11,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,139,11,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,140,12,ambos,30,45,%,3
simple,17,Hematologia,Hematocrito,Hematocrito,141,12,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,35,6,ambos,10,19.5,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,43,7,ambos,9,13.5,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,51,8,ambos,11.5,13.5,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,59,9,ambos,11.5,15.5,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,157,10,femenino,11,16,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,67,10,masculino,13,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,90,11,femenino,11,16,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,75,11,masculino,13,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,156,12,femenino,11,16,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,105,12,masculino,13,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,35,6,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,43,7,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,51,8,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,59,9,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,67,10,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,75,11,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,90,9,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,105,12,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,156,12,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,157,10,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,87,6,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,88,7,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,89,8,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,91,10,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,92,10,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,93,11,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,94,11,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,95,12,ambos,12,18,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,96,12,ambos,12,18,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,35,6,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,43,7,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,51,8,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,59,9,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,67,10,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,75,11,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,90,9,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,105,12,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,156,12,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Hemoglobina,157,10,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,87,6,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,88,7,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,89,8,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,91,10,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,92,10,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,93,11,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,94,11,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,95,12,ambos,8,15,Gr%,3
simple,3,Hematologia,Hemoglobina,Hemoglobina,96,12,ambos,8,15,Gr%,3
compuesto,2,Hematologia,Hemograma,Leucocitos,38,6,ambos,5000,21000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,46,7,ambos,6000,17000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,54,8,ambos,5000,14500,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,62,9,ambos,4500,13500,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,70,10,ambos,5000,10000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,81,11,ambos,5000,10000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,96,12,ambos,5000,10000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,38,6,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,46,7,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,54,8,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,62,9,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,70,10,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,81,11,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,96,12,ambos,6000,16000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,38,6,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,46,7,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,54,8,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,62,9,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,70,10,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,81,11,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Leucocitos,96,12,ambos,5500,19000,10³/mm³,3
compuesto,2,Hematologia,Hemograma,Cayados,23,6,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,130,7,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,131,9,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,132,10,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,133,11,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,134,8,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,135,12,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,23,6,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,130,7,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,131,9,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,132,10,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,133,11,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,134,8,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,135,12,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,23,6,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,130,7,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,131,9,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,132,10,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,133,11,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,134,8,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Cayados,135,12,ambos,0,2,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,39,6,ambos,36,55,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,48,7,ambos,39,55,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,55,8,ambos,39,55,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,63,9,ambos,55,60,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,71,10,ambos,57,65,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,82,11,ambos,57,65,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,97,12,ambos,57,65,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,39,6,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,48,7,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,55,8,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,63,9,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,71,10,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,82,11,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,97,12,ambos,50,71,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,39,6,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,48,7,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,55,8,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,63,9,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,71,10,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,82,11,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Neutrófilos,97,12,ambos,45,63,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,85,6,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,136,7,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,138,8,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,139,9,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,100,10,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,137,11,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,13,12,ambos,0,3,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,13,12,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,85,6,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,100,10,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,136,7,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,137,11,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,138,8,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,139,9,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,13,12,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,85,6,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,100,10,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,136,7,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinofilos,137,11,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,138,8,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Eosinófilos,139,9,ambos,2,8,%,3
compuesto,2,Hematologia,Hemograma,Basófilos,86,15,ambos,0,1,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,40,6,ambos,50,55,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,47,7,ambos,45,52,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,56,8,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,64,9,ambos,30,45,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,72,10,ambos,25,35,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,83,11,ambos,25,35,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,98,12,ambos,35,25,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,40,6,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,47,7,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,56,8,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,64,9,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,72,10,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,83,11,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,98,12,ambos,17,31,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,40,6,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,47,7,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,56,8,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,64,9,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,72,10,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,83,11,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Linfocitos,98,12,ambos,27,37,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,84,6,ambos,5,10,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,99,7,ambos,5,10,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,140,8,ambos,1,7,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,141,9,ambos,1,7,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,142,10,ambos,1,7,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,12,11,ambos,1,7,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,143,12,ambos,1,7,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,12,11,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,84,6,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,99,7,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,140,8,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,141,9,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,142,10,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,143,12,ambos,1,9,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,12,11,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,84,6,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,99,7,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,140,8,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,141,9,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,142,10,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,Monocitos,143,12,ambos,0,5,%,3
compuesto,2,Hematologia,Hemograma,VCM,17,6,ambos,88,126,fL,3
compuesto,2,Hematologia,Hemograma,VCM,45,7,ambos,70,86,fL,3
compuesto,2,Hematologia,Hemograma,VCM,53,8,ambos,75,87,fL,3
compuesto,2,Hematologia,Hemograma,VCM,61,9,ambos,77,95,fL,3
compuesto,2,Hematologia,Hemograma,VCM,69,10,ambos,82,92,fL,3
compuesto,2,Hematologia,Hemograma,VCM,77,11,ambos,82,92,fL,3
compuesto,2,Hematologia,Hemograma,VCM,92,12,ambos,82,92,fL,3
compuesto,2,Hematologia,Hemograma,VCM,17,6,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,45,7,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,53,8,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,61,9,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,69,10,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,77,11,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,92,12,ambos,60,77,fL,3
compuesto,2,Hematologia,Hemograma,VCM,17,6,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,45,7,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,53,8,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,61,9,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,69,10,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,77,11,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,VCM,92,12,ambos,39,55,fL,3
compuesto,2,Hematologia,Hemograma,HCM,14,6,ambos,28,40,pg,3
compuesto,2,Hematologia,Hemograma,HCM,15,7,ambos,23,31,pg,3
compuesto,2,Hematologia,Hemograma,HCM,150,8,ambos,24,30,pg,3
compuesto,2,Hematologia,Hemograma,HCM,151,9,ambos,25,33,pg,3
compuesto,2,Hematologia,Hemograma,HCM,153,10,ambos,27,31,pg,3
compuesto,2,Hematologia,Hemograma,HCM,149,11,ambos,27,31,pg,3
compuesto,2,Hematologia,Hemograma,HCM,152,12,ambos,27,31,pg,3
compuesto,2,Hematologia,Hemograma,CHCM,79,15,ambos,19.5,24.5,pg,3
compuesto,2,Hematologia,Hemograma,CHCM,79,15,ambos,12.5,17.5,pg,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",125,6,ambos,28,38,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",126,7,ambos,28,38,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",127,8,ambos,31,37,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",128,9,ambos,31,37,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",129,10,ambos,31,36,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",130,11,ambos,31,36,g/dL,3
simple,16,Hematologia,"Indices Hematimetricos","Indices Hematimetricos",131,12,ambos,31,36,g/dL,3
compuesto,2,Hematologia,Hemograma,CHCM,79,15,ambos,32,36,g/dL,3
compuesto,2,Hematologia,Hemograma,CHCM,79,15,ambos,30,36,g/dL,3
compuesto,2,Hematologia,Hemograma,Plaquetas,41,6,ambos,150,350,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,49,7,ambos,150,350,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,57,8,ambos,150,450,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,65,9,ambos,150,450,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,73,10,ambos,150,450,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,85,11,ambos,150,450,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,108,12,ambos,150,450,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,41,6,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,49,7,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,57,8,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,65,9,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,73,10,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,87,11,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,102,11,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,108,12,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,80,6,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,81,7,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,82,8,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,83,9,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,84,10,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,85,11,ambos,150,500,"x 10³/ml³",3
simple,1,Hematologia,Plaquetas,Plaquetas,86,12,ambos,150,500,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,41,6,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,49,7,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,57,8,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,65,9,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,73,10,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,87,11,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,102,11,ambos,150,700,"x 10³/ml³",3
compuesto,2,Hematologia,Hemograma,Plaquetas,108,12,ambos,150,700,"x 10³/ml³",3
